Leto,Kraj,Število tekmovalcev,Gostiteljica,Ime,Priimek,Država,Mesto,Medalja,Skupno,Točke
2001,Washington,473,United States of America,Seyed Mohammad Hossein,Mousavi,Islamic Republic of Iran,164,B,15,"[3, 2, 3, 4, 3, 0]"
2001,Washington,473,United States of America,Hiroki,Kondo,Japan,164,B,15,"[7, 0, 0, 1, 7, 0]"
2001,Washington,473,United States of America,Liviu,Paunescu,Romania,164,B,15,"[2, 1, 3, 7, 2, 0]"
2001,Washington,473,United States of America,Jacques,Conradie,South Africa,164,B,15,"[3, 2, 0, 7, 3, 0]"
2001,Washington,473,United States of America,Harry,Wiggins,South Africa,164,B,15,"[6, 0, 0, 7, 2, 0]"
2001,Washington,473,United States of America,Dazhe,Meng,Singapore,164,B,15,"[3, 0, 0, 7, 5, 0]"
2001,Washington,473,United States of America,Per Anders,Andersson,Sweden,164,B,15,"[7, 0, 1, 7, 0, 0]"
2001,Washington,473,United States of America,Kunlaya,Soiaporn,Thailand,164,B,15,"[5, 0, 1, 5, 4, 0]"
2001,Washington,473,United States of America,Stewart,Wilcox,Australia,181,B,14,"[7, 0, 3, 0, 4, 0]"
2001,Washington,473,United States of America,Yiying,Zhao,Australia,181,B,14,"[4, 0, 0, 7, 3, 0]"
2001,Washington,473,United States of America,Martin,Tancer,Czech Republic,181,B,14,"[3, 0, 7, 2, 2, 0]"
2001,Washington,473,United States of America,Leopold,Parts,Estonia,181,B,14,"[3, 1, 0, 7, 3, 0]"
2001,Washington,473,United States of America,Oleg,Petšonkin,Estonia,181,B,14,"[7, 0, 0, 0, 7, 0]"
2001,Washington,473,United States of America,Shota,Gvinephadze,Georgia,181,B,14,"[3, 3, 0, 7, 1, 0]"
2001,Washington,473,United States of America,Archil,Tsiskaridze,Georgia,181,B,14,"[4, 0, 0, 7, 3, 0]"
2001,Washington,473,United States of America,Efstathios,Metsovitis,Greece,181,B,14,"[3, 0, 0, 0, 7, 4]"
2001,Washington,473,United States of America,Péter,Csikvári,Hungary,181,B,14,"[7, 0, 0, 2, 5, 0]"
2001,Washington,473,United States of America,Odontsengl,NyamErdene,Mongolia,181,B,14,"[0, 0, 0, 7, 7, 0]"
2001,Washington,473,United States of America,Stephen,Merriman,New Zealand,181,B,14,"[2, 0, 2, 7, 2, 1]"
2001,Washington,473,United States of America,John,Cuya,Peru,181,B,14,"[7, 0, 0, 0, 7, 0]"
2001,Washington,473,United States of America,Jerson,La Torre,Peru,181,B,14,"[2, 0, 0, 7, 5, 0]"
2001,Washington,473,United States of America,Víctor,Tasayco,Peru,181,B,14,"[7, 0, 0, 0, 7, 0]"
2001,Washington,473,United States of America,Dirk,Basson,South Africa,181,B,14,"[2, 7, 1, 1, 3, 0]"
2001,Washington,473,United States of America,Abuenameh,Aiyejina,Trinidad and Tobago,181,B,14,"[6, 0, 1, 6, 1, 0]"
2001,Washington,473,United States of America,Nidhal,Smaoui,Tunisia,181,B,14,"[5, 0, 1, 7, 1, 0]"
2001,Washington,473,United States of America,Hannah,Burton,United Kingdom,181,B,14,"[5, 0, 0, 6, 2, 1]"
2001,Washington,473,United States of America,David,Chan,Australia,199,B,13,"[6, 0, 0, 1, 6, 0]"
2001,Washington,473,United States of America,Vladimir,Vladičić,Bosnia and Herzegovina,199,B,13,"[2, 1, 0, 7, 3, 0]"
2001,Washington,473,United States of America,Liang,Hong,Canada,199,B,13,"[7, 0, 0, 2, 4, 0]"
2001,Washington,473,United States of America,Roger,Mong,Canada,199,B,13,"[6, 0, 0, 7, 0, 0]"
2001,Washington,473,United States of America,Emerson Julian,León Guerrero,Colombia,199,B,13,"[7, 1, 2, 1, 2, 0]"
2001,Washington,473,United States of America,Kyriakos,Zacharias,Cyprus,199,B,13,"[6, 7, 0, 0, 0, 0]"
2001,Washington,473,United States of America,Luis,Hernández Corbato,Spain,199,B,13,"[6, 0, 0, 7, 0, 0]"
2001,Washington,473,United States of America,Sampo,Niskanen,Finland,199,B,13,"[4, 0, 0, 7, 2, 0]"
2001,Washington,473,United States of America,Giulio,Tiozzo,Italy,199,B,13,"[2, 0, 2, 7, 2, 0]"
2001,Washington,473,United States of America,Patrik,Hubschmid,Switzerland,199,B,13,"[0, 4, 0, 7, 2, 0]"
2001,Washington,473,United States of America,Katarína,Quittnerová,Slovakia,199,B,13,"[3, 0, 0, 7, 3, 0]"
2001,Washington,473,United States of America,Natee,Pitiwan,Thailand,199,B,13,"[0, 0, 1, 7, 5, 0]"
2001,Washington,473,United States of America,Nozim,Komilov,Uzbekistan,199,B,13,"[2, 0, 0, 7, 4, 0]"
2001,Washington,473,United States of America,Martín,Miranda,Argentina,212,B,12,"[0, 0, 0, 7, 5, 0]"
2001,Washington,473,United States of America,Bobbi,Ramchen,Australia,212,B,12,"[6, 0, 0, 4, 2, 0]"
2001,Washington,473,United States of America,Dénes,Koch,Austria,212,B,12,"[0, 0, 1, 7, 1, 3]"
2001,Washington,473,United States of America,Iván Guillermo,Contreras Palacios,Colombia,212,B,12,"[2, 0, 0, 7, 3, 0]"
2001,Washington,473,United States of America,Tania,Moreno García,Cuba,212,B,12,"[6, 0, 1, 3, 2, 0]"
2001,Washington,473,United States of America,Reydel,Pérez Pastó,Cuba,212,B,12,"[7, 0, 2, 0, 3, 0]"
2001,Washington,473,United States of America,Pavel,Silveira Díaz,Cuba,212,B,12,"[7, 1, 0, 2, 2, 0]"
2001,Washington,473,United States of America,Giorgi,Mutafyan,Georgia,212,B,12,"[3, 0, 5, 1, 3, 0]"
2001,Washington,473,United States of America,Khek Lun Harold,Chao,Hong Kong,212,B,12,"[7, 0, 0, 3, 2, 0]"
2001,Washington,473,United States of America,Man Ho,Ko,Hong Kong,212,B,12,"[2, 0, 0, 7, 3, 0]"
2001,Washington,473,United States of America,Marty,O'Leary,Ireland,212,B,12,"[1, 0, 1, 2, 7, 1]"
2001,Washington,473,United States of America,Thirimadura Menaka,De Zoysa,Sri Lanka,212,B,12,"[7, 1, 0, 0, 4, 0]"
2001,Washington,473,United States of America,Nyambaa,Enkhbat,Mongolia,212,B,12,"[7, 0, 0, 0, 0, 5]"
2001,Washington,473,United States of America,Nicholas Ming Qiang,Tham,Singapore,212,B,12,"[3, 0, 1, 6, 2, 0]"
2001,Washington,473,United States of America,Gary Yuen Long,Yeh,Singapore,212,B,12,"[3, 0, 5, 2, 2, 0]"
2001,Washington,473,United States of America,Hasan,Inci,Switzerland,212,B,12,"[3, 0, 0, 7, 2, 0]"
2001,Washington,473,United States of America,Daniel,Kitachewsky,France,228,B,11,"[5, 0, 0, 1, 5, 0]"
2001,Washington,473,United States of America,Jean,Lorenzi,France,228,B,11,"[7, 0, 1, 1, 2, 0]"
2001,Washington,473,United States of America,Miromid,Hajimirsadeghi,Islamic Republic of Iran,228,B,11,"[3, 1, 2, 4, 1, 0]"
2001,Washington,473,United States of America,Aleksandrs,Belovs,Latvia,228,B,11,"[2, 0, 0, 7, 2, 0]"
2001,Washington,473,United States of America,Zoran,Dimov,North Macedonia,228,B,11,"[2, 0, 0, 7, 2, 0]"
2001,Washington,473,United States of America,Vincent,Groenhuis,Netherlands,228,B,11,"[2, 0, 1, 7, 0, 1]"
2001,Washington,473,United States of America,Arjen,Stolk,Netherlands,228,B,11,"[1, 0, 2, 1, 2, 5]"
2001,Washington,473,United States of America,Odd Jostein Mykland,Tveitastöl,Norway,228,B,11,"[0, 2, 0, 7, 2, 0]"
2001,Washington,473,United States of America,Julio,Gutiérrez,Peru,228,B,11,"[7, 0, 1, 1, 2, 0]"
2001,Washington,473,United States of America,Aleksander,Zabłocki,Poland,228,B,11,"[4, 0, 0, 7, 0, 0]"
2001,Washington,473,United States of America,Zhiwei Calvin,Lin,Singapore,228,B,11,"[4, 0, 1, 1, 3, 2]"
2001,Washington,473,United States of America,Tomáš,Kulich,Slovakia,228,B,11,"[3, 0, 0, 1, 7, 0]"
2001,Washington,473,United States of America,Rajini,Haraksingh,Trinidad and Tobago,228,B,11,"[5, 4, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Paul,Jefferys,United Kingdom,228,B,11,"[1, 0, 1, 7, 2, 0]"
2001,Washington,473,United States of America,Paul,Monasterio,Venezuela,228,B,11,"[5, 0, 0, 1, 5, 0]"
2001,Washington,473,United States of America,Markus,Windisch,Austria,243,HM,10,"[7, 0, 0, 2, 1, 0]"
2001,Washington,473,United States of America,Giorgos,Kafataris,Cyprus,243,HM,10,"[2, 7, 1, 0, 0, 0]"
2001,Washington,473,United States of America,Jaroslav,Hájek,Czech Republic,243,HM,10,"[7, 0, 0, 3, 0, 0]"
2001,Washington,473,United States of America,Tomáš,Protivínský,Czech Republic,243,HM,10,"[0, 7, 0, 1, 2, 0]"
2001,Washington,473,United States of America,Jan Agentoft,Nielsen,Denmark,243,HM,10,"[7, 0, 0, 0, 3, 0]"
2001,Washington,473,United States of America,Ana,Prlić,Croatia,243,HM,10,"[7, 0, 0, 0, 3, 0]"
2001,Washington,473,United States of America,Gabriele,Dalla Torre,Italy,243,HM,10,"[1, 0, 1, 7, 1, 0]"
2001,Washington,473,United States of America,Ulan,Usserkulov,Kazakhstan,243,HM,10,"[7, 0, 0, 1, 2, 0]"
2001,Washington,473,United States of America,Mohamed,Rahim,Morocco,243,HM,10,"[3, 0, 0, 0, 7, 0]"
2001,Washington,473,United States of America,Ern,Kok,Malaysia,243,HM,10,"[7, 0, 1, 0, 2, 0]"
2001,Washington,473,United States of America,Mohd. Suhaimi,Ramly,Malaysia,243,HM,10,"[1, 0, 1, 7, 0, 1]"
2001,Washington,473,United States of America,Yu-Sheng,Soon,Malaysia,243,HM,10,"[0, 7, 1, 1, 1, 0]"
2001,Washington,473,United States of America,Risto,Gligorov,North Macedonia,243,,10,"[3, 0, 1, 5, 1, 0]"
2001,Washington,473,United States of America,Kire,Trivodaliev,North Macedonia,243,,10,"[6, 0, 1, 1, 2, 0]"
2001,Washington,473,United States of America,Karol,Cwalina,Poland,243,HM,10,"[7, 0, 1, 0, 2, 0]"
2001,Washington,473,United States of America,Valentin,Vornicu,Romania,243,HM,10,"[2, 0, 0, 1, 7, 0]"
2001,Washington,473,United States of America,Zachary Ngaihang,Leung,Singapore,243,,10,"[3, 0, 0, 4, 3, 0]"
2001,Washington,473,United States of America,Bezirgen,Veliyev,Turkmenistan,243,,10,"[0, 0, 1, 6, 3, 0]"
2001,Washington,473,United States of America,Otabek,Samatov,Uzbekistan,243,HM,10,"[0, 2, 0, 0, 7, 1]"
2001,Washington,473,United States of America,Sofoklis,Zambirinis,Cyprus,262,HM,9,"[0, 7, 1, 0, 1, 0]"
2001,Washington,473,United States of America,Stefanos,Aivazidis,Greece,262,HM,9,"[0, 0, 1, 1, 7, 0]"
2001,Washington,473,United States of America,Michail-Romanos,Papalambros,Greece,262,,9,"[4, 0, 0, 5, 0, 0]"
2001,Washington,473,United States of America,Illés,Horváth,Hungary,262,,9,"[3, 0, 1, 2, 2, 1]"
2001,Washington,473,United States of America,Johan,Batubara,Indonesia,262,HM,9,"[0, 0, 0, 7, 2, 0]"
2001,Washington,473,United States of America,Vadim,Sheyn,Israel,262,HM,9,"[0, 0, 0, 7, 2, 0]"
2001,Washington,473,United States of America,Federico,Poloni,Italy,262,HM,9,"[0, 0, 0, 7, 2, 0]"
2001,Washington,473,United States of America,Rihards,Opmanis,Latvia,262,HM,9,"[0, 0, 1, 7, 1, 0]"
2001,Washington,473,United States of America,Dumitru,Codreanu,Republic of Moldova,262,HM,9,"[0, 0, 0, 7, 2, 0]"
2001,Washington,473,United States of America,Miguel,Raggi Pérez,Mexico,262,HM,9,"[0, 0, 0, 7, 2, 0]"
2001,Washington,473,United States of America,Jeysel,Santiago,Peru,262,HM,9,"[7, 0, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Michał,Adamaszek,Poland,262,,9,"[3, 0, 0, 3, 3, 0]"
2001,Washington,473,United States of America,Sira,Sriswasdi,Thailand,262,,9,"[6, 0, 0, 0, 3, 0]"
2001,Washington,473,United States of America,Thitidej,Ujjathammarat,Thailand,262,,9,"[4, 0, 0, 0, 5, 0]"
2001,Washington,473,United States of America,Khamza,Davletov,Uzbekistan,262,HM,9,"[0, 7, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Erind,Bedalli,Albania,277,HM,8,"[7, 0, 0, 0, 1, 0]"
2001,Washington,473,United States of America,Hugh,Miller,Australia,277,,8,"[5, 0, 0, 1, 2, 0]"
2001,Washington,473,United States of America,Bart,van Gasse,Belgium,277,,8,"[5, 0, 1, 0, 2, 0]"
2001,Washington,473,United States of America,Shu,Niu,Canada,277,,8,"[3, 1, 1, 1, 2, 0]"
2001,Washington,473,United States of America,Joaquim,Cevallos Morales,Spain,277,HM,8,"[1, 0, 0, 7, 0, 0]"
2001,Washington,473,United States of America,Miquel,Oliu Barton,Spain,277,HM,8,"[0, 0, 0, 7, 1, 0]"
2001,Washington,473,United States of America,Rudolf,Polzer,Germany,277,,8,"[0, 5, 0, 1, 2, 0]"
2001,Washington,473,United States of America,Antonio,Juarez Lopez,Guatemala,277,HM,8,"[0, 0, 1, 7, 0, 0]"
2001,Washington,473,United States of America,Marijan,Polić,Croatia,277,HM,8,"[7, 0, 0, 0, 1, 0]"
2001,Washington,473,United States of America,Abdessamad,Elalaoui,Morocco,277,HM,8,"[0, 0, 0, 7, 1, 0]"
2001,Washington,473,United States of America,David José,Mireles Morales,Mexico,277,,8,"[3, 0, 0, 3, 2, 0]"
2001,Washington,473,United States of America,Peter,Bruin,Netherlands,277,HM,8,"[7, 0, 0, 1, 0, 0]"
2001,Washington,473,United States of America,Radovan,Bauer,Slovakia,277,,8,"[0, 0, 1, 5, 2, 0]"
2001,Washington,473,United States of America,Peter,Bella,Slovakia,277,,8,"[2, 0, 0, 2, 2, 2]"
2001,Washington,473,United States of America,Klemen,Šivic,Slovenia,277,,8,"[1, 0, 1, 3, 3, 0]"
2001,Washington,473,United States of America,Mansur,Bekmuradov,Turkmenistan,277,HM,8,"[7, 1, 0, 0, 0, 0]"
2001,Washington,473,United States of America,Badr,Ben Sliman,Tunisia,277,,8,"[0, 0, 1, 0, 2, 5]"
2001,Washington,473,United States of America,Nathan,Bowler,United Kingdom,277,HM,8,"[0, 1, 0, 7, 0, 0]"
2001,Washington,473,United States of America,Héctor,Chang,Venezuela,277,HM,8,"[7, 1, 0, 0, 0, 0]"
2001,Washington,473,United States of America,Doris,Mühlgassner,Austria,296,,7,"[3, 0, 0, 2, 2, 0]"
2001,Washington,473,United States of America,Riikka,Korte,Finland,296,,7,"[0, 0, 0, 6, 1, 0]"
2001,Washington,473,United States of America,Pierre,Dehornoy,France,296,,7,"[3, 0, 0, 1, 3, 0]"
2001,Washington,473,United States of America,Guðni,Ólafsson,Iceland,296,,7,"[1, 0, 1, 2, 3, 0]"
2001,Washington,473,United States of America,Alexey,Entin,Israel,296,,7,"[3, 1, 0, 0, 1, 2]"
2001,Washington,473,United States of America,Justinas,Pelenis,Lithuania,296,,7,"[2, 0, 1, 2, 2, 0]"
2001,Washington,473,United States of America,Vaidotas,Vitkauskas,Lithuania,296,,7,"[2, 0, 1, 1, 3, 0]"
2001,Washington,473,United States of America,Artūrs,Verza,Latvia,296,HM,7,"[0, 0, 0, 7, 0, 0]"
2001,Washington,473,United States of America,My Abdellah,El Idrissi El Mrhari,Morocco,296,,7,"[4, 0, 0, 1, 2, 0]"
2001,Washington,473,United States of America,Stojan,Trajanovski,North Macedonia,296,,7,"[3, 1, 0, 1, 2, 0]"
2001,Washington,473,United States of America,Ross,Bayer,New Zealand,296,,7,"[3, 0, 2, 1, 1, 0]"
2001,Washington,473,United States of America,Timothy L.,Uy,Philippines,296,,7,"[3, 0, 0, 1, 1, 2]"
2001,Washington,473,United States of America,Róbert,Lukoťka,Slovakia,296,,7,"[2, 1, 0, 2, 2, 0]"
2001,Washington,473,United States of America,Jana,Szolgayová,Slovakia,296,,7,"[3, 0, 0, 2, 2, 0]"
2001,Washington,473,United States of America,Andrej,Košmrlj,Slovenia,296,,7,"[3, 0, 1, 0, 3, 0]"
2001,Washington,473,United States of America,Hoàng Dung,Nguyễn,Vietnam,296,HM,7,"[7, 0, 0, 0, 0, 0]"
2001,Washington,473,United States of America,Diego,Lis,Argentina,312,,6,"[2, 1, 0, 2, 1, 0]"
2001,Washington,473,United States of America,Mirza,Hamza,Bosnia and Herzegovina,312,,6,"[3, 0, 1, 0, 2, 0]"
2001,Washington,473,United States of America,Konstantin,Tretjakov,Estonia,312,,6,"[4, 0, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Jarkko,Pyy,Finland,312,,6,"[1, 0, 2, 1, 2, 0]"
2001,Washington,473,United States of America,Raymond,Kinane,Ireland,312,,6,"[1, 0, 0, 2, 3, 0]"
2001,Washington,473,United States of America,David,Murray,Ireland,312,,6,"[0, 0, 1, 2, 3, 0]"
2001,Washington,473,United States of America,Stefán,Þorvarðarson,Iceland,312,,6,"[3, 0, 0, 0, 3, 0]"
2001,Washington,473,United States of America,Inese,Segliņa,Latvia,312,,6,"[2, 0, 1, 1, 2, 0]"
2001,Washington,473,United States of America,Iat Fong,Lei,Macau,312,,6,"[0, 0, 1, 1, 4, 0]"
2001,Washington,473,United States of America,Marco,Streng,Netherlands,312,,6,"[0, 3, 1, 1, 1, 0]"
2001,Washington,473,United States of America,Mike,Liu,New Zealand,312,,6,"[2, 0, 0, 0, 4, 0]"
2001,Washington,473,United States of America,Yan-Xun,Hu,South Africa,312,,6,"[3, 0, 0, 1, 2, 0]"
2001,Washington,473,United States of America,Tobias,Kohn,Switzerland,312,,6,"[0, 2, 1, 0, 3, 0]"
2001,Washington,473,United States of America,Allayar,Orazov,Turkmenistan,312,,6,"[3, 1, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Marko,Petković,Yugoslavia,312,,6,"[2, 0, 0, 4, 0, 0]"
2001,Washington,473,United States of America,Renis,Kariqi,Albania,327,,5,"[2, 1, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Levon,Nurbekyan,Armenia,327,,5,"[0, 3, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Martin,Windischer,Austria,327,,5,"[0, 0, 1, 1, 3, 0]"
2001,Washington,473,United States of America,Timoty,Snauwaert,Belgium,327,,5,"[0, 0, 1, 0, 4, 0]"
2001,Washington,473,United States of America,Jan,Herman,Czech Republic,327,,5,"[2, 0, 0, 2, 1, 0]"
2001,Washington,473,United States of America,Nikoloz,Jimsheleishvili,Georgia,327,,5,"[1, 0, 0, 3, 1, 0]"
2001,Washington,473,United States of America,Marko,Živković,Croatia,327,,5,"[1, 0, 0, 1, 3, 0]"
2001,Washington,473,United States of America,Hendra Suratno,Tju,Indonesia,327,,5,"[2, 0, 0, 0, 3, 0]"
2001,Washington,473,United States of America,David,Geraghty,Ireland,327,,5,"[2, 0, 0, 0, 3, 0]"
2001,Washington,473,United States of America,Emanuele,Haus,Italy,327,,5,"[2, 0, 1, 2, 0, 0]"
2001,Washington,473,United States of America,Borge,Mikkelsen,Norway,327,,5,"[2, 0, 2, 1, 0, 0]"
2001,Washington,473,United States of America,Andrés,Coila,Peru,327,,5,"[3, 0, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Ivan Remington,Or,Philippines,327,,5,"[3, 0, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Shen,Tian,South Africa,327,,5,"[0, 0, 1, 1, 3, 0]"
2001,Washington,473,United States of America,Daniel,Sprecher,Switzerland,327,,5,"[3, 0, 1, 1, 0, 0]"
2001,Washington,473,United States of America,Johan,Land,Sweden,327,,5,"[1, 0, 0, 1, 3, 0]"
2001,Washington,473,United States of America,Stephen,Dabideen,Trinidad and Tobago,327,,5,"[0, 1, 1, 1, 2, 0]"
2001,Washington,473,United States of America,Mohamed,Chakroun,Tunisia,327,,5,"[4, 0, 0, 0, 1, 0]"
2001,Washington,473,United States of America,Javier,Cóppola,Uruguay,327,,5,"[2, 0, 1, 0, 2, 0]"
2001,Washington,473,United States of America,Fernando,Delgado,Venezuela,327,,5,"[1, 0, 0, 4, 0, 0]"
2001,Washington,473,United States of America,Franz,Jungreitmayer,Austria,347,,4,"[1, 0, 0, 0, 3, 0]"
2001,Washington,473,United States of America,Evelín,Fonseca Cruz,Cuba,347,,4,"[3, 0, 0, 1, 0, 0]"
2001,Washington,473,United States of America,Bogi,Lenvig,Denmark,347,,4,"[2, 0, 2, 0, 0, 0]"
2001,Washington,473,United States of America,Ignacio,Cascudo Pueyo,Spain,347,,4,"[0, 0, 1, 3, 0, 0]"
2001,Washington,473,United States of America,Vladimir,Buravlev,Kyrgyzstan,347,,4,"[1, 0, 0, 1, 2, 0]"
2001,Washington,473,United States of America,Najith Wasana,Liyanage,Sri Lanka,347,,4,"[1, 1, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Ieng Lam,Lei,Macau,347,,4,"[2, 0, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Issam,Benabid,Morocco,347,,4,"[3, 0, 0, 0, 1, 0]"
2001,Washington,473,United States of America,Ilija,Jovčevski,North Macedonia,347,,4,"[0, 2, 1, 1, 0, 0]"
2001,Washington,473,United States of America,Khongor,Zorigt,Mongolia,347,,4,"[0, 0, 1, 1, 2, 0]"
2001,Washington,473,United States of America,John Chiahan,Yang,New Zealand,347,,4,"[2, 0, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Timothy John,Chua,Philippines,347,,4,"[2, 0, 1, 0, 1, 0]"
2001,Washington,473,United States of America,Mojca,Miklavec,Slovenia,347,,4,"[0, 0, 1, 1, 2, 0]"
2001,Washington,473,United States of America,Matija,Pretnar,Slovenia,347,,4,"[2, 0, 1, 1, 0, 0]"
2001,Washington,473,United States of America,Karl,Martensson,Sweden,347,,4,"[0, 1, 2, 0, 1, 0]"
2001,Washington,473,United States of America,Bayram,Kaddour,Tunisia,347,,4,"[3, 0, 0, 0, 1, 0]"
2001,Washington,473,United States of America,Stuart,Haring,United Kingdom,347,,4,"[0, 0, 0, 2, 2, 0]"
2001,Washington,473,United States of America,Arlind,Kopliku,Albania,364,,3,"[0, 0, 1, 2, 0, 0]"
2001,Washington,473,United States of America,Tigran,Petrosyan,Armenia,364,,3,"[0, 1, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Helmar,Lautscham,Austria,364,,3,"[1, 0, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Kamran,Mammadov,Azerbaijan,364,,3,"[0, 0, 0, 0, 0, 3]"
2001,Washington,473,United States of America,Ali,Alpan,Belgium,364,,3,"[0, 1, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Richard,Comblen,Belgium,364,,3,"[1, 0, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Nicolas,Franco,Belgium,364,,3,"[0, 1, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Joris,Geeroms,Belgium,364,,3,"[0, 0, 0, 0, 2, 1]"
2001,Washington,473,United States of America,Emir,Sirbubalo,Bosnia and Herzegovina,364,,3,"[2, 0, 0, 0, 1, 0]"
2001,Washington,473,United States of America,Juan Carlos,Uribe Vega,Colombia,364,,3,"[2, 0, 1, 0, 0, 0]"
2001,Washington,473,United States of America,Ulrik,Buckholtz,Denmark,364,,3,"[0, 0, 0, 1, 2, 0]"
2001,Washington,473,United States of America,Bjarke,Roune,Denmark,364,,3,"[0, 0, 1, 2, 0, 0]"
2001,Washington,473,United States of America,Kamille Sofie,Taagholt,Denmark,364,,3,"[0, 0, 1, 2, 0, 0]"
2001,Washington,473,United States of America,Marti,Prats Soler,Spain,364,,3,"[0, 1, 1, 1, 0, 0]"
2001,Washington,473,United States of America,Anne-Maria,Ernvall,Finland,364,,3,"[0, 1, 1, 1, 0, 0]"
2001,Washington,473,United States of America,Tapio,Rajala,Finland,364,,3,"[0, 0, 0, 1, 2, 0]"
2001,Washington,473,United States of America,Pedro Fernando,Morales Almazán,Guatemala,364,,3,"[0, 0, 0, 1, 2, 0]"
2001,Washington,473,United States of America,Helga,Ragnheiður Haraldsdóttir,Iceland,364,,3,"[0, 2, 0, 0, 1, 0]"
2001,Washington,473,United States of America,Indika Harindra,Katugampala,Sri Lanka,364,,3,"[2, 0, 0, 0, 1, 0]"
2001,Washington,473,United States of America,Dmitrij,Lukaševic,Lithuania,364,,3,"[0, 0, 0, 0, 3, 0]"
2001,Washington,473,United States of America,Paulius,Šarka,Lithuania,364,,3,"[0, 0, 1, 1, 0, 1]"
2001,Washington,473,United States of America,Sidhath,Mysore,Luxembourg,364,,3,"[3, 0, 0, 0, 0, 0]"
2001,Washington,473,United States of America,Dan,Prohnitchi,Republic of Moldova,364,,3,"[0, 0, 0, 2, 1, 0]"
2001,Washington,473,United States of America,Edgardo,Roldán Pensado,Mexico,364,,3,"[0, 0, 0, 1, 2, 0]"
2001,Washington,473,United States of America,Purevkuu,Orgil,Mongolia,364,,3,"[3, 0, 0, 0, 0, 0]"
2001,Washington,473,United States of America,Axel,Hartog,Netherlands,364,,3,"[0, 0, 2, 1, 0, 0]"
2001,Washington,473,United States of America,Erik,van Ommeren,Netherlands,364,,3,"[2, 0, 0, 1, 0, 0]"
2001,Washington,473,United States of America,Magnus,Kristiansen,Norway,364,,3,"[0, 0, 0, 0, 3, 0]"
2001,Washington,473,United States of America,Timothy,McKenzie,New Zealand,364,,3,"[2, 0, 0, 1, 0, 0]"
2001,Washington,473,United States of America,Bayram,Annanurov,Turkmenistan,364,,3,"[0, 0, 1, 0, 2, 0]"
2001,Washington,473,United States of America,Yurie,Budhu,Trinidad and Tobago,364,,3,"[0, 1, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Thouraya,Sakka,Tunisia,364,,3,"[1, 0, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Carlos,Palma,Uruguay,364,,3,"[1, 0, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Jelena,Milanović,Yugoslavia,364,,3,"[0, 0, 1, 1, 1, 0]"
2001,Washington,473,United States of America,Ariel,Apostoli,Albania,398,,2,"[0, 0, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Andi,Bejleri,Albania,398,,2,"[0, 0, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Hovhannes,Nurijanyan,Armenia,398,,2,"[0, 0, 0, 2, 0, 0]"
2001,Washington,473,United States of America,Slavko,Brdar,Bosnia and Herzegovina,398,,2,"[0, 0, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Dino,Oglić,Bosnia and Herzegovina,398,,2,"[0, 0, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Juan Manuel,Hernández Herrera,Colombia,398,,2,"[0, 0, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Ondřej,Suchý,Czech Republic,398,,2,"[0, 0, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Jens Christian,Jørgensen,Denmark,398,,2,"[0, 0, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Shalva,Sachelashvili,Georgia,398,,2,"[0, 0, 1, 0, 1, 0]"
2001,Washington,473,United States of America,Elsi,Elsiawaty,Indonesia,398,,2,"[2, 0, 0, 0, 0, 0]"
2001,Washington,473,United States of America,EJ,Daly,Ireland,398,,2,"[0, 0, 1, 1, 0, 0]"
2001,Washington,473,United States of America,Francesco,Marigo,Italy,398,,2,"[0, 0, 0, 0, 2, 0]"
2001,Washington,473,United States of America,Mohammad,AlWoqayyan,Kuwait,398,,2,"[2, 0, 0, 0, 0, 0]"
2001,Washington,473,United States of America,Chethiya Meghawarna,Dissanayake,Sri Lanka,398,,2,"[2, 0, 0, 0, 0, 0]"
2001,Washington,473,United States of America,I No,Fan,Macau,398,,2,"[2, 0, 0, 0, 0, 0]"
2001,Washington,473,United States of America,Wai Hong,Tam,Macau,398,,2,"[2, 0, 0, 0, 0, 0]"
