Leto,Kraj,Število tekmovalcev,Gostiteljica,Ime,Priimek,Država,Mesto,Medalja,Skupno,Točke
1959,Braşov,52,Romania,Bohuslav,Diviš,Czechoslovakia,1,G,40,"[5, 8, 7, 5, 8, 7]"
1959,Braşov,52,Romania,György,Csanak,Hungary,2,G,37,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Basarab,Nicolescu,Romania,2,G,37,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Gábor,Halász,Hungary,4,S,36,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Cristian,Berthaler,Romania,4,S,36,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Cezar,Gheorghe,Romania,4,S,36,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,György,Muszély,Hungary,7,B,35,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Virgil,Brişcă,Romania,7,B,35,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Béla,Bollobás,Hungary,9,B,34,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Andrei,Tom,Union of Soviet Socialist Republics,9,B,34,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Mihail,Vrăjitoru,Romania,11,B,33,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Viktor,Fedorev,Union of Soviet Socialist Republics,12,HM,32,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Domokos,Szász,Hungary,13,HM,31,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Ivan,Titelnikov,Bulgaria,14,HM,30,"[5, 7, 7, 5, 2, 4]"
1959,Braşov,52,Romania,Valeriy,Frolov,Union of Soviet Socialist Republics,14,HM,30,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Karel,Šmuk,Czechoslovakia,16,HM,29,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Jiří,Moudrý,Czechoslovakia,17,HM,28,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Jiří,Votava,Czechoslovakia,17,HM,28,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Viorel,Barbu,Romania,17,HM,28,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Zdislav,Kovářík,Czechoslovakia,20,HM,25,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Jan,Tóke,Poland,20,HM,25,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Ferenc,Mezei,Hungary,22,,24,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,,,Romania,23,,23,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Petr,Balarev,Bulgaria,24,,22,"[5, 6, 7, 0, 0, 4]"
1959,Braşov,52,Romania,,,Czechoslovakia,25,,21,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Ambrus,Tihanyi,Hungary,25,,21,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,,,Romania,25,,21,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Maciej,Bryński,Poland,28,,20,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Stefan,Grabowski,Poland,29,,19,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Tadeusz,Józefiak,Poland,30,,18,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Rafail,Zlatarov,Bulgaria,31,,19,"[2, 5, 7, 1, 2, 2]"
1959,Braşov,52,Romania,Włodzimierz,Kuperberg,Poland,32,,16,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Tsvetana,Penkovska,Bulgaria,33,,15,"[0, 6, 5, 1, 0, 3]"
1959,Braşov,52,Romania,Gyula,Katona,Hungary,33,,15,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Aleksander,Chetajev,Union of Soviet Socialist Republics,33,,15,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,,,Czechoslovakia,36,,12,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Krzysztof,Putkiewicz,Poland,37,,11,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Ventseslav,Andreichev,Bulgaria,38,,20,"[5, 4, 5, 5, 0, 1]"
1959,Braşov,52,Romania,Ljubozar,Dimitrov,Bulgaria,38,,10,"[1, 7, 0, 1, 0, 1]"
1959,Braşov,52,Romania,Nedka,Ivanova,Bulgaria,40,,9,"[1, 6, 0, 1, 0, 1]"
1959,Braşov,52,Romania,,,Czechoslovakia,40,,9,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Bernd,Käsner,German Democratic Republic,40,,9,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Todor,Todorov,Bulgaria,43,,8,"[1, 6, 0, 0, 1, 0]"
1959,Braşov,52,Romania,Wiesław,Sielecki,Poland,43,,8,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Dieter,Domes,German Democratic Republic,45,,6,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Elke,Genz,German Democratic Republic,45,,6,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Werner,Schönberg,German Democratic Republic,45,,6,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Aleksandra,Warzecha,Poland,48,,5,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Ingrid,Seidel,German Democratic Republic,49,,4,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Frank,Zilger,German Democratic Republic,49,,4,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Frank,Köhler,German Democratic Republic,51,,3,"[None, None, None, None, None, None]"
1959,Braşov,52,Romania,Irene,Neumann,German Democratic Republic,52,,2,"[None, None, None, None, None, None]"
1960,Sinaia,39,Romania,Ivan,Korec,Czechoslovakia,1,G,43,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,Ferenc,Mezei,Hungary,1,G,43,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,Béla,Bollobás,Hungary,3,G,41,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,Cezar,Gheorghe,Romania,3,G,41,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,Nicolae,Popa,Romania,5,S,39,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,György,Muszély,Hungary,6,S,38,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,Jiří,Souček,Czechoslovakia,7,S,37,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,József,Fritz,Hungary,7,S,37,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,Petr,Petrov,Bulgaria,9,B,35,"[8, 6, 6, 5, 5, 1, 4]"
1960,Sinaia,39,Romania,Petr,Tomšů,Czechoslovakia,10,B,34,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,Şerban,Strătilă,Romania,10,B,34,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,Jan,Veselý,Czechoslovakia,12,B,33,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,Ladislav,Baran,Czechoslovakia,13,HM,32,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,Pavel,Nosek,Czechoslovakia,13,HM,32,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,Todor,Bojanov,Bulgaria,15,HM,31,"[6, 1, 0, 5, 7, 7, 5]"
1960,Sinaia,39,Romania,Basarab,Nicolescu,Romania,16,HM,30,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,Panaiot,Vlaev,Bulgaria,17,HM,29,"[2, 5, 6, 5, 0, 6, 5]"
1960,Sinaia,39,Romania,János,Komlós,Hungary,17,HM,29,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,Stamen,Chakrov,Bulgaria,19,,28,"[8, 6, 0, 4, 4, 1, 5]"
1960,Sinaia,39,Romania,,,Romania,19,,28,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,,,Romania,21,,27,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,,,Romania,22,,26,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,,,Czechoslovakia,23,,24,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,,,Romania,24,,23,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,Nikola,Arbov,Bulgaria,25,,22,"[8, 2, 0, 5, 1, 1, 5]"
1960,Sinaia,39,Romania,,,Czechoslovakia,25,,22,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,András,Gagyi Pálffy,Hungary,27,,21,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,György,Grűner,Hungary,27,,21,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,János,Hahn,Hungary,29,,18,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,Klaus,Walter,German Democratic Republic,30,HM,16,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,Krasimir,Trkalanov,Bulgaria,31,,14,"[6, 0, 0, 5, 0, 1, 2]"
1960,Sinaia,39,Romania,Breizitsa,Popova,Bulgaria,32,,10,"[0, 3, 0, 5, 0, 0, 2]"
1960,Sinaia,39,Romania,Bernd,Scholz,German Democratic Republic,32,,10,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,Georgi,Demirev,Bulgaria,34,,6,"[0, 3, 0, 2, 1, 0, 0]"
1960,Sinaia,39,Romania,Dietmar,Peip,German Democratic Republic,34,,6,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,Dietmar,Rahner,German Democratic Republic,36,,4,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,Horst,Ernst,German Democratic Republic,37,,2,"[None, None, None, None, None, None, None]"
1960,Sinaia,39,Romania,Jürgen,Streu,German Democratic Republic,38,,0,"[0, 0, 0, 0, 0, 0, 0]"
1960,Sinaia,39,Romania,Frank,Wunderlich,German Democratic Republic,38,,0,"[0, 0, 0, 0, 0, 0, 0]"
1961,Veszprém,48,Hungary,Béla,Bollobás,Hungary,1,G,40,"[6, 7, 7, 6, 7, 7]"
1961,Veszprém,48,Hungary,Maciej,Skwarczyński,Poland,2,G,39,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,József,Kóta,Hungary,3,G,37,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Gerzson,Kéry,Hungary,4,S,36,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,István,Juhász,Hungary,5,S,34,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Miklós,Simonovits,Hungary,5,S,34,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Constantin,Năstăsescu,Romania,5,S,34,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Tomáš,Jech,Czechoslovakia,8,B,33,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,László,Gálfi,Hungary,8,B,33,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Thomas,Görnitz,German Democratic Republic,10,B,31,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Tudor,Zamifrescu,Romania,11,B,30,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,László,Góth,Hungary,12,HM,29,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Marcin,Kuczma,Poland,12,HM,29,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Marian,Osiewicz,Poland,12,HM,29,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Atanas,Atanasov,Bulgaria,15,HM,28,"[5, 7, 6, 6, 4, 0]"
1961,Veszprém,48,Hungary,Nicolae,Popa,Romania,15,HM,28,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,József,Fritz,Hungary,17,HM,27,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Şerban,Strătilă,Romania,17,HM,27,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Aleksandru,Buimovici,Romania,19,HM,26,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Radu,Diaconescu,Romania,19,HM,26,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,,,Czechoslovakia,21,HM,25,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,,,Czechoslovakia,22,HM,24,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Jerzy,Jurkiewicz,Poland,22,HM,24,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Heike,Wenzel,German Democratic Republic,24,HM,23,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Mikołaj,Jagiełka,Poland,24,HM,23,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Andrzej,Skowron,Poland,24,HM,23,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Mary,Schleifstein,German Democratic Republic,27,HM,22,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,,,Czechoslovakia,28,HM,21,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Gerd,Naß,German Democratic Republic,29,HM,20,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Andrzej,Jeśmanowicz,Poland,29,HM,20,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Atanaska,Stoianova,Bulgaria,31,,18,"[2, 7, 0, 0, 4, 5]"
1961,Veszprém,48,Hungary,,,Czechoslovakia,32,,16,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Stanisław,Spież,Poland,32,,16,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Kamen,Koev,Bulgaria,34,,15,"[4, 5, 4, 2, 0, 0]"
1961,Veszprém,48,Hungary,,,Czechoslovakia,34,,15,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Rumen,Maleev,Bulgaria,36,,14,"[5, 2, 0, 2, 5, 0]"
1961,Veszprém,48,Hungary,Rumiana,Proikova,Bulgaria,36,,14,"[4, 0, 1, 6, 3, 0]"
1961,Veszprém,48,Hungary,Gernot,Krabbes,German Democratic Republic,36,,14,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,,,Romania,36,,14,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Nikolai,Budakov,Bulgaria,40,,13,"[3, 0, 5, 0, 4, 1]"
1961,Veszprém,48,Hungary,,,Czechoslovakia,40,,13,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Peter,Bachmann,German Democratic Republic,40,,13,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,,,Czechoslovakia,43,,12,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Klaus,Zipperer,German Democratic Republic,43,,12,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,,,Romania,43,,12,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Steffen,Oelsner,German Democratic Republic,46,,11,"[None, None, None, None, None, None]"
1961,Veszprém,48,Hungary,Todor,Bulev,Bulgaria,47,,4,"[0, 0, 0, 0, 0, 4]"
1961,Veszprém,48,Hungary,Milka,Popova,Bulgaria,48,,2,"[0, 0, 0, 2, 0, 0]"
1962,České Budějovice,56,Czechoslovakia,Iosif,Bernstein,Union of Soviet Socialist Republics,1,G,46,"[6, 6, 8, 5, 7, 6, 8]"
1962,České Budějovice,56,Czechoslovakia,Gerzson,Kéry,Hungary,2,G,45,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Lidia,Goncarova,Union of Soviet Socialist Republics,3,G,42,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Zoltán,Sebestyén,Hungary,4,G,41,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,László,Gálfi,Hungary,5,S,39,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,József,Kóta,Hungary,5,S,39,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Marcin,Kuczma,Poland,5,S,39,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Gheorghe,Eckstein,Romania,5,S,39,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Ferenc,Szidarovszky,Hungary,9,S,38,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Aleksandru,Buimovici,Romania,9,S,38,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Bojan,Marinov Bonev,Bulgaria,11,S,37,"[6, 6, 8, 5, 7, 4, 1]"
1962,České Budějovice,56,Czechoslovakia,Aleksei,Potepun,Union of Soviet Socialist Republics,11,S,37,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Grigori,Margulis,Union of Soviet Socialist Republics,13,S,36,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Peter,Hatala,Czechoslovakia,14,S,35,"[6, 6, 8, 4, 7, 4, 0]"
1962,České Budějovice,56,Czechoslovakia,George,Lusztig,Romania,14,S,35,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Karl-Heinz,Tetsch,German Democratic Republic,16,S,34,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Miroslav Svetoslav,Tanusev,Bulgaria,17,B,33,"[6, 6, 4, 5, 6, 4, 2]"
1962,České Budějovice,56,Czechoslovakia,Jaroslav,Ježek,Czechoslovakia,17,B,33,"[6, 6, 8, 5, 4, 4, 0]"
1962,České Budějovice,56,Czechoslovakia,Jacek,Wołejszo,Poland,17,B,33,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Bozidar,Dimitrov Kacarov,Bulgaria,20,B,32,"[6, 1, 4, 5, 7, 4, 5]"
1962,České Budějovice,56,Czechoslovakia,András,Benczúr,Hungary,20,B,32,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Miklós,Simonovits,Hungary,20,B,32,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Jan,Rempała,Poland,20,B,32,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Lucian,Bădescu,Romania,20,B,32,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Florea,Hantila,Romania,20,B,32,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Genadi,Kuranov,Union of Soviet Socialist Republics,26,B,31,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Josef,Daneš,Czechoslovakia,27,B,30,"[6, 6, 8, 4, 0, 0, 6]"
1962,České Budějovice,56,Czechoslovakia,Ewa,Hensz,Poland,27,B,30,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Radu,Puha,Romania,27,B,30,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Daniar,Mustari,Union of Soviet Socialist Republics,27,B,30,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Karel,Veselý,Czechoslovakia,31,B,29,"[2, 6, 7, 5, 6, 2, 1]"
1962,České Budějovice,56,Czechoslovakia,Jan,Żytkow,Poland,32,,28,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,,,Romania,32,,28,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Nikola,Vedelev,Bulgaria,34,,26,"[6, 3, 0, 5, 7, 4, 1]"
1962,České Budějovice,56,Czechoslovakia,Milena,Ivanova,Bulgaria,35,,25,"[6, 3, 0, 4, 7, 5, 0]"
1962,České Budějovice,56,Czechoslovakia,Jan,Novotný,Czechoslovakia,36,,23,"[6, 4, 7, 2, 4, 0, 0]"
1962,České Budějovice,56,Czechoslovakia,Pavol,Voda,Czechoslovakia,36,,23,"[5, 5, 8, 5, 0, 0, 0]"
1962,České Budějovice,56,Czechoslovakia,András,Gyárfás,Hungary,36,,23,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,,,Romania,36,,23,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Aleksander,Shermenev,Union of Soviet Socialist Republics,40,,22,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Reinhard,Bölling,German Democratic Republic,41,,21,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Katharina,Görke,German Democratic Republic,41,,21,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Claus,Michel,German Democratic Republic,41,,21,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Marián,Mešina,Czechoslovakia,44,,20,"[1, 4, 6, 4, 5, 0, 0]"
1962,České Budějovice,56,Czechoslovakia,Paweł,Gabryjańczyk,Poland,44,,20,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Svatopluk,Fučík,Czechoslovakia,46,,19,"[6, 5, 3, 1, 4, 0, 0]"
1962,České Budějovice,56,Czechoslovakia,Evgeniy,Pankratiev,Union of Soviet Socialist Republics,46,,19,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Walter,Görgens,German Democratic Republic,48,,18,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Wolfgang,Lehmann,German Democratic Republic,48,,18,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Paweł,Urbański,Poland,48,,18,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Dimco,Dimitrov,Bulgaria,51,,15,"[6, 5, 0, 2, 0, 0, 2]"
1962,České Budějovice,56,Czechoslovakia,Dimitr,Kasabov,Bulgaria,51,,15,"[6, 3, 4, 2, 0, 0, 0]"
1962,České Budějovice,56,Czechoslovakia,Friedrich,Golze,German Democratic Republic,53,,14,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Garabed,Minasiev,Bulgaria,54,,13,"[6, 2, 0, 4, 0, 1, 0]"
1962,České Budějovice,56,Czechoslovakia,Jerzy,Sztachelski,Poland,55,,11,"[None, None, None, None, None, None, None]"
1962,České Budějovice,56,Czechoslovakia,Stefan,Weller,German Democratic Republic,56,,6,"[None, None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Genadiy,Maloletkin,Union of Soviet Socialist Republics,1,G,39,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Rafael,Sarkisyan,Union of Soviet Socialist Republics,1,G,39,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Franc,Dacar,Yugoslavia,1,G,39,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Aleksei,Tolpygo,Union of Soviet Socialist Republics,4,G,38,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,László,Zsidó,Romania,5,G,37,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Josef,Daneš,Czechoslovakia,6,G,35,"[6, 7, 5, 5, 6, 6]"
1963,Wrocław,64,Poland,Anatoli,Zaicev,Union of Soviet Socialist Republics,6,G,35,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,László,Lovász,Hungary,8,S,34,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Vladimir,Fishman,Union of Soviet Socialist Republics,8,S,34,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Ferenc,Szidarovszky,Hungary,10,S,33,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,László,Gerencsér,Hungary,11,S,32,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,József,Pelikán,Hungary,11,S,32,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,George,Lusztig,Romania,13,S,31,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Ivan,Boljevski,Yugoslavia,13,S,31,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Anatoly,Zvaignicev,Union of Soviet Socialist Republics,15,S,30,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Patrik,Fazekas,Hungary,16,S,29,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Sergei,Smirnov,Union of Soviet Socialist Republics,16,S,29,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Peter,Petek,Yugoslavia,18,S,28,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Gheorghe,Eckstein,Romania,19,B,27,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Kiril,Andreev,Union of Soviet Socialist Republics,19,B,27,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Mila,Mršević,Yugoslavia,19,B,27,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Vladimir,Zaimov,Bulgaria,22,B,26,"[6, 4, 7, 2, 0, 7]"
1963,Wrocław,64,Poland,Gábor,Corradi,Hungary,22,B,26,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Endre,Makai,Hungary,24,B,25,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Şerban,Grigorescu,Romania,24,B,25,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Jaroslav,Zemánek,Czechoslovakia,26,B,23,"[5, 5, 5, 0, 1, 7]"
1963,Wrocław,64,Poland,Rolf-Günter,Riedel,German Democratic Republic,26,B,23,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Attila,Máté,Hungary,26,B,23,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Bronisław,Wajnryb,Poland,26,B,23,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Svetoslav,Biltchev,Bulgaria,30,B,22,"[4, 1, 4, 1, 5, 7]"
1963,Wrocław,64,Poland,Uwe,Kühler,German Democratic Republic,30,B,22,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Georgi,Ganchev,Bulgaria,32,B,21,"[5, 1, 0, 1, 6, 8]"
1963,Wrocław,64,Poland,Ulrich,Schwarz,German Democratic Republic,32,B,21,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Henryk,Toruńczyk,Poland,32,B,21,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Tiberiu,Spircu,Romania,32,B,21,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,,,Czechoslovakia,36,,20,"[3, 7, 1, 0, 5, 4]"
1963,Wrocław,64,Poland,Cezary,Ferens,Poland,36,,20,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Svetlozar,Rulinski,Bulgaria,38,,19,"[4, 2, 0, 1, 5, 7]"
1963,Wrocław,64,Poland,Jacek,Gancarzewicz,Poland,38,,19,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Kristofor,Kuzhuharov,Bulgaria,40,,18,"[0, 3, 7, 2, 0, 6]"
1963,Wrocław,64,Poland,Rolf,Thier,German Democratic Republic,40,,18,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,,,Romania,40,,18,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Haim,Haimov,Bulgaria,43,,17,"[2, 1, 0, 0, 6, 8]"
1963,Wrocław,64,Poland,Wolfgang,Schulze,German Democratic Republic,43,,17,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Jerzy,Jurkiewicz,Poland,45,,16,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,,,Romania,45,,16,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,,,Romania,45,,16,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,Ferenc,Kalmar,Yugoslavia,45,,16,"[None, None, None, None, None, None]"
1963,Wrocław,64,Poland,,,Czechoslovakia,49,,15,"[4, 3, 0, 1, 0, 7]"
