Leto,Kraj,Gostiteljica,Ime,Priimek,Država,Mesto,Medalja,Skupno,Točke
2001,Washington,United States of America,André,Lopes Gama da Fonseca,Portugal,446,,0,"['0', '0', '0', '0', '0', '0']"
2001,Washington,United States of America,Nelson Filipe,Rosário Dias,Portugal,446,,0,"['0', '0', '0', '0', '0', '0']"
2001,Washington,United States of America,Lukas,Kasiorkiewicz,Switzerland,446,,0,"['0', '0', '0', '0', '0', '0']"
2001,Washington,United States of America,Edwin,Luppert,Sweden,446,,0,"['0', '0', '0', '0', '0', '0']"
2001,Washington,United States of America,Rasmus,Wedberg,Sweden,446,,0,"['0', '0', '0', '0', '0', '0']"
2002,Glasgow,United Kingdom,Yunhao,Fu,People's Republic of China,1,G,42,"['7', '7', '7', '7', '7', '7']"
2002,Glasgow,United Kingdom,Botong,Wang,People's Republic of China,1,G,42,"['7', '7', '7', '7', '7', '7']"
2002,Glasgow,United Kingdom,Andrei,Khaliavine,Russian Federation,1,G,42,"['7', '7', '7', '7', '7', '7']"
2002,Glasgow,United Kingdom,Bin,Wang,People's Republic of China,4,G,36,"['7', '6', '7', '7', '7', '2']"
2002,Glasgow,United Kingdom,Christian,Reiher,Germany,4,G,36,"['6', '7', '7', '7', '7', '2']"
2002,Glasgow,United Kingdom,Andrey,Badzyan,Russian Federation,4,G,36,"['7', '7', '5', '7', '7', '3']"
2002,Glasgow,United Kingdom,Oleg,Gol'berg,Russian Federation,4,G,36,"['7', '7', '1', '7', '7', '7']"
2002,Glasgow,United Kingdom,Oleksandr,Rybak,Ukraine,4,G,36,"['7', '7', '7', '7', '5', '3']"
2002,Glasgow,United Kingdom,Po-Ru,Loh,United States of America,4,G,36,"['7', '7', '1', '7', '7', '7']"
2002,Glasgow,United Kingdom,Gia,Vinh Anh Phạm,Vietnam,10,G,35,"['7', '7', '7', '7', '7', '0']"
2002,Glasgow,United Kingdom,Ngọc Minh,Vũ,Vietnam,10,G,35,"['7', '7', '7', '7', '7', '0']"
2002,Glasgow,United Kingdom,Vladimir,Barzov,Bulgaria,12,G,34,"['5', '7', '1', '7', '7', '7']"
2002,Glasgow,United Kingdom,Roger,Mong,Canada,12,G,34,"['7', '6', '7', '7', '7', '0']"
2002,Glasgow,United Kingdom,Nikhil Ashok,Savale,India,12,G,34,"['7', '6', '7', '7', '7', '0']"
2002,Glasgow,United Kingdom,Xianyi,Zeng,People's Republic of China,15,G,32,"['7', '7', '1', '7', '7', '3']"
2002,Glasgow,United Kingdom,Béla András,Rácz,Hungary,15,G,32,"['7', '7', '1', '7', '7', '3']"
2002,Glasgow,United Kingdom,Kirill,Sukhov,Russian Federation,15,G,32,"['7', '7', '1', '7', '7', '3']"
2002,Glasgow,United Kingdom,Tiankai,Liu,United States of America,15,G,32,"['7', '7', '5', '3', '3', '7']"
2002,Glasgow,United Kingdom,Stewart,Wilcox,Australia,19,G,31,"['7', '7', '1', '7', '7', '2']"
2002,Glasgow,United Kingdom,Dzmitry,Dudko,Belarus,19,G,31,"['7', '6', '1', '7', '7', '3']"
2002,Glasgow,United Kingdom,Yeong,Dae Kwon,Republic of Korea,19,G,31,"['6', '6', '5', '7', '5', '2']"
2002,Glasgow,United Kingdom,Daniel,Kane,United States of America,19,G,31,"['3', '6', '1', '7', '7', '7']"
2002,Glasgow,United Kingdom,Ricky,Liu,United States of America,19,G,31,"['7', '7', '1', '7', '7', '2']"
2002,Glasgow,United Kingdom,Wenjie,Fu,People's Republic of China,24,G,30,"['6', '7', '1', '7', '7', '2']"
2002,Glasgow,United Kingdom,Wei,Xiao,People's Republic of China,24,G,30,"['7', '7', '1', '7', '7', '1']"
2002,Glasgow,United Kingdom,Thomas,Jäger,Germany,24,G,30,"['7', '6', '7', '3', '7', '0']"
2002,Glasgow,United Kingdom,Virgil,Petrea,Romania,24,G,30,"['3', '7', '7', '7', '6', '0']"
2002,Glasgow,United Kingdom,Selim,Bahadır,Türkiye,24,G,30,"['7', '6', '3', '7', '7', '0']"
2002,Glasgow,United Kingdom,Dobromir,Rahnev,Bulgaria,29,G,29,"['7', '7', '1', '7', '6', '1']"
2002,Glasgow,United Kingdom,Kaloyan,Slavov,Bulgaria,29,G,29,"['2', '6', '7', '7', '7', '0']"
2002,Glasgow,United Kingdom,Hok Pun,Yu,Hong Kong,29,G,29,"['7', '7', '1', '7', '7', '0']"
2002,Glasgow,United Kingdom,Naoki,Imai,Japan,29,G,29,"['7', '6', '6', '7', '3', '0']"
2002,Glasgow,United Kingdom,David,Kunszenti-Kovács,Norway,29,G,29,"['7', '7', '1', '7', '7', '0']"
2002,Glasgow,United Kingdom,Simon,Marshall,New Zealand,29,G,29,"['0', '7', '7', '7', '6', '2']"
2002,Glasgow,United Kingdom,Ana,Caraiani,Romania,29,G,29,"['7', '6', '1', '7', '6', '2']"
2002,Glasgow,United Kingdom,Mikhail,Dubashinskiy,Russian Federation,29,G,29,"['7', '7', '1', '7', '7', '0']"
2002,Glasgow,United Kingdom,Oleg,Styrt,Russian Federation,29,G,29,"['7', '7', '1', '7', '7', '0']"
2002,Glasgow,United Kingdom,Chung-Te,Li,Taiwan,29,G,29,"['7', '7', '6', '7', '1', '1']"
2002,Glasgow,United Kingdom,Xuân,Truong Nguyễn,Vietnam,29,G,29,"['7', '7', '1', '7', '7', '0']"
2002,Glasgow,United Kingdom,Aleksandar Dimitrov,Lishkov,Bulgaria,40,S,28,"['5', '7', '1', '7', '7', '1']"
2002,Glasgow,United Kingdom,Rémy,Oudompheng,France,40,S,28,"['7', '7', '1', '7', '5', '1']"
2002,Glasgow,United Kingdom,Wai Ying,Leung,Hong Kong,40,S,28,"['7', '6', '1', '7', '5', '2']"
2002,Glasgow,United Kingdom,Swarnendu,Datta,India,40,S,28,"['7', '7', '1', '7', '6', '0']"
2002,Glasgow,United Kingdom,Sucharit,Sarkar,India,40,S,28,"['6', '6', '1', '7', '7', '1']"
2002,Glasgow,United Kingdom,Hessam,Mahdavifar,Islamic Republic of Iran,40,S,28,"['7', '7', '1', '7', '6', '0']"
2002,Glasgow,United Kingdom,Baurzhan,Bektemirov,Kazakhstan,40,S,28,"['7', '7', '1', '7', '6', '0']"
2002,Glasgow,United Kingdom,Igor,Ganichev,Kazakhstan,40,S,28,"['6', '7', '1', '7', '7', '0']"
2002,Glasgow,United Kingdom,In,Suk Seo,Republic of Korea,40,S,28,"['6', '6', '1', '7', '6', '2']"
2002,Glasgow,United Kingdom,Andrei,Negut,Romania,40,S,28,"['6', '7', '0', '7', '6', '2']"
2002,Glasgow,United Kingdom,Dirk,Basson,South Africa,40,S,28,"['7', '6', '1', '7', '7', '0']"
2002,Glasgow,United Kingdom,Tirasan,Khandhawit,Thailand,40,S,28,"['7', '6', '1', '7', '7', '0']"
2002,Glasgow,United Kingdom,Chien-Yu,Chou,Taiwan,40,S,28,"['6', '7', '1', '7', '7', '0']"
2002,Glasgow,United Kingdom,Shao-Lun,Huang,Taiwan,40,S,28,"['6', '7', '1', '7', '7', '0']"
2002,Glasgow,United Kingdom,Yi-Hao,Kao,Taiwan,40,S,28,"['7', '7', '0', '7', '7', '0']"
2002,Glasgow,United Kingdom,Paul,Jefferys,United Kingdom,40,S,28,"['7', '6', '1', '7', '7', '0']"
2002,Glasgow,United Kingdom,Anders,Kaseorg,United States of America,40,S,28,"['7', '6', '1', '0', '7', '7']"
2002,Glasgow,United Kingdom,Milivoje,Lukić,Yugoslavia,40,S,28,"['7', '7', '1', '7', '6', '0']"
2002,Glasgow,United Kingdom,Rumen,Zarev,Bulgaria,58,S,27,"['7', '6', '1', '3', '7', '3']"
2002,Glasgow,United Kingdom,Larissa Cavalcante Queiroz,de Lima,Brazil,58,S,27,"['7', '6', '0', '7', '7', '0']"
2002,Glasgow,United Kingdom,Mohammadmahdi,Keramativallayi,Islamic Republic of Iran,58,S,27,"['6', '6', '1', '7', '7', '0']"
2002,Glasgow,United Kingdom,Hiroki,Kondo,Japan,58,S,27,"['7', '6', '1', '7', '6', '0']"
2002,Glasgow,United Kingdom,Jooncheol,Min,Republic of Korea,58,S,27,"['7', '6', '0', '7', '7', '0']"
2002,Glasgow,United Kingdom,Claudiu,Raicu,Romania,58,S,27,"['7', '6', '1', '7', '6', '0']"
2002,Glasgow,United Kingdom,Olena,Bormashenko,Canada,64,S,26,"['7', '6', '0', '7', '6', '0']"
2002,Glasgow,United Kingdom,Endre,Csóka,Hungary,64,S,26,"['7', '6', '1', '4', '1', '7']"
2002,Glasgow,United Kingdom,Alexey,Entin,Israel,64,S,26,"['6', '3', '3', '7', '5', '2']"
2002,Glasgow,United Kingdom,Ran,Tessler,Israel,64,S,26,"['5', '6', '1', '7', '6', '1']"
2002,Glasgow,United Kingdom,Kuat,Yessenov,Kazakhstan,64,S,26,"['7', '7', '1', '4', '7', '0']"
2002,Glasgow,United Kingdom,Hae,Kang Lee,Republic of Korea,64,S,26,"['4', '6', '1', '7', '7', '1']"
2002,Glasgow,United Kingdom,Ringi,Kim,Republic of Korea,64,S,26,"['6', '6', '1', '7', '6', '0']"
2002,Glasgow,United Kingdom,Ilija,Jovčevski,North Macedonia,64,S,26,"['7', '6', '1', '7', '5', '0']"
2002,Glasgow,United Kingdom,Jarosław,Wrona,Poland,64,S,26,"['6', '6', '1', '7', '1', '5']"
2002,Glasgow,United Kingdom,Thanasin,Nampaisarn,Thailand,64,S,26,"['7', '6', '1', '6', '6', '0']"
2002,Glasgow,United Kingdom,Nizameddin,Ordulu,Türkiye,64,S,26,"['5', '6', '1', '7', '7', '0']"
2002,Glasgow,United Kingdom,Hao-Wei,Chu,Taiwan,64,S,26,"['7', '7', '1', '7', '3', '1']"
2002,Glasgow,United Kingdom,Mykola,Rybak,Ukraine,64,S,26,"['6', '6', '0', '0', '7', '7']"
2002,Glasgow,United Kingdom,Tim,Austin,United Kingdom,64,S,26,"['3', '7', '1', '7', '7', '1']"
2002,Glasgow,United Kingdom,Emmanuel,Jacob,France,78,S,25,"['7', '7', '1', '7', '3', '0']"
2002,Glasgow,United Kingdom,Michael,Tyomkyn,Germany,78,S,25,"['7', '7', '0', '7', '2', '2']"
2002,Glasgow,United Kingdom,Payam,Valadkhan,Islamic Republic of Iran,78,S,25,"['6', '6', '1', '4', '6', '2']"
2002,Glasgow,United Kingdom,Doron,Shafrir,Israel,78,S,25,"['7', '6', '1', '7', '2', '2']"
2002,Glasgow,United Kingdom,Yoshiki,Oshima,Japan,78,S,25,"['7', '1', '1', '7', '7', '2']"
2002,Glasgow,United Kingdom,Kyeong Su,Choi,Republic of Korea,78,S,25,"['2', '6', '1', '7', '6', '3']"
2002,Glasgow,United Kingdom,Marcin,Pilipczuk,Poland,78,S,25,"['7', '7', '1', '3', '7', '0']"
2002,Glasgow,United Kingdom,Wei,Quan Julius Poh,Singapore,78,S,25,"['7', '6', '1', '6', '2', '3']"
2002,Glasgow,United Kingdom,Alexander,Fink,Canada,86,S,24,"['7', '7', '1', '7', '1', '1']"
2002,Glasgow,United Kingdom,Jaroslav,Hájek,Czech Republic,86,S,24,"['7', '7', '1', '7', '2', '0']"
2002,Glasgow,United Kingdom,Martin,Pettai,Estonia,86,S,24,"['7', '7', '1', '7', '2', '0']"
2002,Glasgow,United Kingdom,Kei Tsi Daniel,Cheng,Hong Kong,86,S,24,"['7', '6', '5', '4', '2', '0']"
2002,Glasgow,United Kingdom,Aditya,Bhaskara,India,86,S,24,"['7', '7', '1', '6', '3', '0']"
2002,Glasgow,United Kingdom,Sepidehsadat,Mirrahimi,Islamic Republic of Iran,86,S,24,"['7', '6', '1', '7', '2', '1']"
2002,Glasgow,United Kingdom,Yuji,Odaka,Japan,86,S,24,"['6', '6', '1', '4', '7', '0']"
2002,Glasgow,United Kingdom,Roman,Łomowski,Poland,86,S,24,"['7', '7', '1', '7', '2', '0']"
2002,Glasgow,United Kingdom,George,Stoianov,Romania,86,S,24,"['6', '6', '1', '7', '2', '2']"
2002,Glasgow,United Kingdom,Kiat,Chuan Tan,Singapore,86,S,24,"['7', '6', '1', '7', '2', '1']"
2002,Glasgow,United Kingdom,Radovan,Bauer,Slovakia,86,S,24,"['7', '7', '1', '7', '2', '0']"
2002,Glasgow,United Kingdom,Artem,Dudko,Ukraine,86,S,24,"['7', '7', '0', '3', '7', '0']"
2002,Glasgow,United Kingdom,Hong,Viet Phạm,Vietnam,86,S,24,"['3', '6', '2', '7', '6', '0']"
2002,Glasgow,United Kingdom,David,Chan,Australia,99,S,23,"['7', '6', '1', '7', '2', '0']"
2002,Glasgow,United Kingdom,Nicholas,Sheridan,Australia,99,S,23,"['6', '7', '0', '7', '3', '0']"
2002,Glasgow,United Kingdom,Vladimir,Kolbun,Belarus,99,S,23,"['1', '7', '1', '7', '7', '0']"
2002,Glasgow,United Kingdom,Victoria,Lebed,Belarus,99,S,23,"['7', '7', '0', '7', '2', '0']"
2002,Glasgow,United Kingdom,Tianyi (David),Han,Canada,99,S,23,"['2', '6', '1', '7', '6', '1']"
2002,Glasgow,United Kingdom,Josef,Cibulka,Czech Republic,99,S,23,"['6', '6', '0', '3', '7', '1']"
2002,Glasgow,United Kingdom,Hendrik,Nigul,Estonia,99,S,23,"['7', '6', '1', '7', '2', '0']"
2002,Glasgow,United Kingdom,Péter,Csikvári,Hungary,99,S,23,"['7', '6', '1', '7', '2', '0']"
2002,Glasgow,United Kingdom,Aivaras,Novikas,Lithuania,99,S,23,"['7', '7', '1', '7', '1', '0']"
2002,Glasgow,United Kingdom,Aleksandrs,Belovs,Latvia,99,S,23,"['7', '7', '0', '7', '2', '0']"
2002,Glasgow,United Kingdom,Wojciech,Czerwiński,Poland,99,S,23,"['7', '6', '1', '7', '2', '0']"
2002,Glasgow,United Kingdom,Katarína,Quittnerová,Slovakia,99,S,23,"['7', '7', '0', '7', '2', '0']"
2002,Glasgow,United Kingdom,Sergiy,Volodko,Ukraine,99,S,23,"['7', '6', '1', '7', '2', '0']"
2002,Glasgow,United Kingdom,Adolfo,Rodríguez,Venezuela,99,S,23,"['7', '7', '0', '3', '6', '0']"
2002,Glasgow,United Kingdom,Leandro,Groisman,Argentina,113,B,22,"['7', '5', '1', '7', '2', '0']"
2002,Glasgow,United Kingdom,Alena,Pirutka,Belarus,113,B,22,"['6', '6', '0', '3', '7', '0']"
2002,Glasgow,United Kingdom,Robert,Barrington Leigh,Canada,113,B,22,"['7', '0', '1', '7', '7', '0']"
2002,Glasgow,United Kingdom,Joaquín Andrés,Valderrama,Colombia,113,B,22,"['7', '7', '0', '7', '1', '0']"
2002,Glasgow,United Kingdom,Pierre,Dehornoy,France,113,B,22,"['6', '6', '1', '7', '2', '0']"
2002,Glasgow,United Kingdom,Nikoloz,Jimsheleishvili,Georgia,113,B,22,"['7', '7', '0', '7', '1', '0']"
2002,Glasgow,United Kingdom,Michail-Romanos,Papalambros,Greece,113,B,22,"['7', '6', '0', '7', '2', '0']"
2002,Glasgow,United Kingdom,Erika Renáta,Kovács,Hungary,113,B,22,"['7', '6', '1', '7', '1', '0']"
2002,Glasgow,United Kingdom,Shubhangi,Saraf,India,113,B,22,"['6', '7', '0', '7', '2', '0']"
2002,Glasgow,United Kingdom,Miromid,Hajimirsadeghi,Islamic Republic of Iran,113,B,22,"['6', '6', '1', '7', '2', '0']"
2002,Glasgow,United Kingdom,Dumitru,Codreanu,Republic of Moldova,113,B,22,"['7', '3', '1', '7', '2', '2']"
2002,Glasgow,United Kingdom,Edgardo,Roldán Pensado,Mexico,113,B,22,"['5', '7', '1', '4', '5', '0']"
2002,Glasgow,United Kingdom,Baasanjav,Tumur,Mongolia,113,B,22,"['7', '6', '1', '7', '1', '0']"
2002,Glasgow,United Kingdom,Natee,Pitiwan,Thailand,113,B,22,"['6', '6', '1', '7', '2', '0']"
2002,Glasgow,United Kingdom,Sira,Sriswasdi,Thailand,113,B,22,"['7', '6', '0', '7', '2', '0']"
2002,Glasgow,United Kingdom,Fatih,Deniz,Türkiye,113,B,22,"['6', '7', '0', '7', '2', '0']"
2002,Glasgow,United Kingdom,Che-Yu,Wu,Taiwan,113,B,22,"['6', '7', '1', '7', '1', '0']"
2002,Glasgow,United Kingdom,Tom,Coker,United Kingdom,113,B,22,"['7', '6', '0', '7', '2', '0']"
2002,Glasgow,United Kingdom,Thai,Khánh Hiệp Phạm,Vietnam,113,B,22,"['1', '7', '0', '7', '7', '0']"
2002,Glasgow,United Kingdom,Aleksandar,Ilić,Yugoslavia,113,B,22,"['7', '7', '1', '5', '2', '0']"
2002,Glasgow,United Kingdom,Lucas,Rearte,Argentina,133,B,21,"['7', '6', '0', '7', '1', '0']"
2002,Glasgow,United Kingdom,Pavel,Karpovich,Belarus,133,B,21,"['6', '6', '0', '7', '2', '0']"
2002,Glasgow,United Kingdom,Davi Máximo Alexandrino,Nogueira,Brazil,133,B,21,"['6', '6', '1', '6', '2', '0']"
2002,Glasgow,United Kingdom,François,Charles,France,133,B,21,"['0', '6', '1', '7', '7', '0']"
2002,Glasgow,United Kingdom,Khek Lun Harold,Chao,Hong Kong,133,B,21,"['6', '6', '0', '7', '2', '0']"
2002,Glasgow,United Kingdom,Marijan,Polić,Croatia,133,B,21,"['5', '7', '0', '7', '2', '0']"
2002,Glasgow,United Kingdom,Viktor,Harangi,Hungary,133,B,21,"['3', '7', '1', '3', '7', '0']"
2002,Glasgow,United Kingdom,Sainbayar,Sukhbaatar,Mongolia,133,B,21,"['7', '6', '0', '6', '1', '1']"
2002,Glasgow,United Kingdom,Shen,Tian,South Africa,133,B,21,"['6', '6', '0', '7', '2', '0']"
2002,Glasgow,United Kingdom,Ngai-Hang,Zachary Leun,Singapore,133,B,21,"['5', '6', '1', '7', '2', '0']"
2002,Glasgow,United Kingdom,Jennifer,Gardner,United Kingdom,133,B,21,"['6', '6', '0', '7', '2', '0']"
2002,Glasgow,United Kingdom,Thanh,Hoang Mai,Vietnam,133,B,21,"['7', '7', '1', '0', '6', '0']"
2002,Glasgow,United Kingdom,Iliya,Tsekov,Bulgaria,145,B,20,"['6', '7', '0', '3', '2', '2']"
2002,Glasgow,United Kingdom,Thiago,de Silva Sobral,Brazil,145,B,20,"['6', '6', '0', '7', '1', '0']"
2002,Glasgow,United Kingdom,Yuri,Gomes Lima,Brazil,145,B,20,"['6', '7', '1', '4', '2', '0']"
2002,Glasgow,United Kingdom,Mario,García Armas,Cuba,145,B,20,"['7', '7', '0', '4', '2', '0']"
2002,Glasgow,United Kingdom,Jan,Moláček,Czech Republic,145,B,20,"['7', '7', '0', '4', '2', '0']"
2002,Glasgow,United Kingdom,Richard,Bamler,Germany,145,B,20,"['4', '0', '1', '7', '1', '7']"
2002,Glasgow,United Kingdom,Philipp,Lampe,Germany,145,B,20,"['7', '6', '1', '4', '2', '0']"
2002,Glasgow,United Kingdom,Tanmay,N Deshpande,India,145,B,20,"['7', '7', '1', '3', '2', '0']"
2002,Glasgow,United Kingdom,Yehonatan,Yedidia,Israel,145,B,20,"['6', '7', '1', '4', '2', '0']"
2002,Glasgow,United Kingdom,Aman,Zhumekeshov,Kazakhstan,145,B,20,"['7', '7', '1', '4', '1', '0']"
2002,Glasgow,United Kingdom,Vesna,Stojanoska,North Macedonia,145,B,20,"['5', '1', '0', '7', '7', '0']"
2002,Glasgow,United Kingdom,Dazhe,Meng,Singapore,145,B,20,"['7', '7', '0', '4', '2', '0']"
2002,Glasgow,United Kingdom,Andrej,Osuský,Slovakia,145,B,20,"['7', '0', '1', '7', '5', '0']"
2002,Glasgow,United Kingdom,Marek,Tesař,Slovakia,145,B,20,"['5', '6', '1', '7', '1', '0']"
2002,Glasgow,United Kingdom,Ali,Adalı,Türkiye,145,B,20,"['6', '6', '1', '4', '3', '0']"
2002,Glasgow,United Kingdom,Cédric,Troessaert,Belgium,160,B,19,"['7', '6', '0', '1', '5', '0']"
2002,Glasgow,United Kingdom,Juan Manuel,Hernández Herrera,Colombia,160,B,19,"['7', '6', '0', '2', '1', '3']"
2002,Glasgow,United Kingdom,Ingmar,Vázquez García,Cuba,160,B,19,"['6', '5', '0', '7', '1', '0']"
2002,Glasgow,United Kingdom,Martin,Tancer,Czech Republic,160,B,19,"['3', '7', '1', '7', '1', '0']"
2002,Glasgow,United Kingdom,Shota,Gvinephadze,Georgia,160,B,19,"['7', '7', '0', '3', '2', '0']"
2002,Glasgow,United Kingdom,Miguel,Raggi Pérez,Mexico,160,B,19,"['7', '7', '0', '2', '3', '0']"
2002,Glasgow,United Kingdom,Valentin,Vornicu,Romania,160,B,19,"['0', '6', '1', '6', '6', '0']"
2002,Glasgow,United Kingdom,Yunus,Eşençayı,Türkiye,160,B,19,"['7', '6', '0', '4', '2', '0']"
2002,Glasgow,United Kingdom,Sergio,Yuhjtman,Argentina,168,B,18,"['1', '7', '0', '7', '1', '2']"
2002,Glasgow,United Kingdom,Slavko,Brdar,Bosnia and Herzegovina,168,B,18,"['6', '7', '0', '4', '1', '0']"
2002,Glasgow,United Kingdom,Alex Corrêa,Abreu,Brazil,168,B,18,"['0', '7', '1', '3', '6', '1']"
2002,Glasgow,United Kingdom,Maxime,Zavidovique,France,168,B,18,"['7', '6', '0', '5', '0', '0']"
2002,Glasgow,United Kingdom,Vedran,Šohinger,Croatia,168,B,18,"['0', '7', '0', '4', '7', '0']"
2002,Glasgow,United Kingdom,Balázs,Gerencsér,Hungary,168,B,18,"['7', '0', '1', '3', '7', '0']"
2002,Glasgow,United Kingdom,Klemen,Šivic,Slovenia,168,B,18,"['4', '7', '1', '3', '3', '0']"
2002,Glasgow,United Kingdom,Serhat,Doğan,Türkiye,168,B,18,"['6', '6', '1', '3', '2', '0']"
2002,Glasgow,United Kingdom,Maja,Tasković,Yugoslavia,168,B,18,"['6', '6', '0', '4', '2', '0']"
2002,Glasgow,United Kingdom,Carlos,di Fiore,Argentina,177,B,17,"['0', '6', '1', '7', '1', '2']"
2002,Glasgow,United Kingdom,Guilherme Issao Camarinha,Fujiwara,Brazil,177,B,17,"['7', '7', '1', '1', '1', '0']"
2002,Glasgow,United Kingdom,Armin,Morabbi,Islamic Republic of Iran,177,B,17,"['6', '0', '1', '7', '3', '0']"
2002,Glasgow,United Kingdom,Vadim,Sheyn,Israel,177,B,17,"['7', '6', '0', '2', '2', '0']"
2002,Glasgow,United Kingdom,Andrea,Matiacic,Italy,177,B,17,"['1', '6', '1', '7', '2', '0']"
2002,Glasgow,United Kingdom,Federico,Poloni,Italy,177,B,17,"['7', '6', '0', '3', '1', '0']"
2002,Glasgow,United Kingdom,Tomoyuki,Yokota,Japan,177,B,17,"['7', '1', '1', '6', '2', '0']"
2002,Glasgow,United Kingdom,Zymantas,Darbenas,Lithuania,177,B,17,"['7', '3', '0', '7', '0', '0']"
2002,Glasgow,United Kingdom,Ieng Lam,Lei,Macau,177,B,17,"['0', '7', '0', '7', '3', '0']"
2002,Glasgow,United Kingdom,Gerelt,Tserenjigmid,Mongolia,177,B,17,"['0', '7', '1', '7', '2', '0']"
2002,Glasgow,United Kingdom,John,Cuya,Peru,177,B,17,"['7', '5', '0', '4', '1', '0']"
2002,Glasgow,United Kingdom,Harry,Wiggins,South Africa,177,B,17,"['7', '5', '1', '4', '0', '0']"
2002,Glasgow,United Kingdom,Michal,Burger,Slovakia,177,B,17,"['7', '1', '0', '7', '2', '0']"
2002,Glasgow,United Kingdom,Dejan,Kolundžija,Yugoslavia,177,B,17,"['7', '7', '0', '0', '3', '0']"
2002,Glasgow,United Kingdom,Arlind,Kopliku,Albania,191,B,16,"['1', '6', '0', '7', '0', '2']"
2002,Glasgow,United Kingdom,Tomáš,Protivínský,Czech Republic,191,B,16,"['7', '0', '0', '7', '2', '0']"
2002,Glasgow,United Kingdom,Luis,Hernández Corbato,Spain,191,B,16,"['7', '0', '0', '7', '2', '0']"
2002,Glasgow,United Kingdom,Andreas,Galanis,Greece,191,B,16,"['0', '7', '0', '7', '2', '0']"
2002,Glasgow,United Kingdom,Fajar,Yuliawan,Indonesia,191,B,16,"['0', '6', '0', '7', '3', '0']"
2002,Glasgow,United Kingdom,Eran,Assaf,Israel,191,B,16,"['2', '7', '1', '4', '2', '0']"
2002,Glasgow,United Kingdom,Giulio,Tiozzo,Italy,191,B,16,"['7', '7', '0', '0', '2', '0']"
2002,Glasgow,United Kingdom,Meiram,Murzabulatov,Kazakhstan,191,B,16,"['0', '7', '0', '2', '7', '0']"
2002,Glasgow,United Kingdom,Daniel,Andersson,Sweden,191,B,16,"['7', '3', '0', '5', '1', '0']"
2002,Glasgow,United Kingdom,Bezirgen,Veliyev,Turkmenistan,191,B,16,"['0', '7', '0', '7', '2', '0']"
2002,Glasgow,United Kingdom,Yue,Yang,Argentina,201,B,15,"['7', '7', '0', '0', '1', '0']"
2002,Glasgow,United Kingdom,Yiying,Zhao,Australia,201,B,15,"['1', '6', '0', '7', '1', '0']"
2002,Glasgow,United Kingdom,Martin,Windischer,Austria,201,B,15,"['6', '6', '1', '0', '2', '0']"
2002,Glasgow,United Kingdom,Stanislau,Halauniou,Belarus,201,B,15,"['1', '6', '0', '5', '2', '1']"
2002,Glasgow,United Kingdom,Iván Guillermo,Contreras Palacios,Colombia,201,B,15,"['0', '7', '0', '6', '2', '0']"
2002,Glasgow,United Kingdom,Niko,Vuokko,Finland,201,B,15,"['7', '0', '1', '4', '3', '0']"
2002,Glasgow,United Kingdom,Baurzhan,Urgunshbayev,Kazakhstan,201,B,15,"['2', '7', '0', '0', '6', '0']"
2002,Glasgow,United Kingdom,Paulius,Šarka,Lithuania,201,B,15,"['7', '0', '0', '7', '1', '0']"
2002,Glasgow,United Kingdom,Aigars,Gedroics,Latvia,201,B,15,"['7', '0', '0', '7', '1', '0']"
2002,Glasgow,United Kingdom,Mohamed,Rahim,Morocco,201,B,15,"['0', '7', '1', '0', '7', '0']"
2002,Glasgow,United Kingdom,Victor,Rojco,Republic of Moldova,201,B,15,"['6', '1', '0', '7', '1', '0']"
2002,Glasgow,United Kingdom,Erik,van Ommeren,Netherlands,201,B,15,"['5', '2', '0', '6', '2', '0']"
2002,Glasgow,United Kingdom,Matias,Holte,Norway,201,B,15,"['7', '0', '0', '7', '1', '0']"
2002,Glasgow,United Kingdom,Víctor,Tasayco,Peru,201,B,15,"['0', '7', '0', '7', '1', '0']"
2002,Glasgow,United Kingdom,Paweł,Parys,Poland,201,B,15,"['7', '6', '1', '0', '1', '0']"
2002,Glasgow,United Kingdom,Daniel,Sprecher,Switzerland,201,B,15,"['0', '7', '0', '7', '1', '0']"
2002,Glasgow,United Kingdom,Peter,Bella,Slovakia,201,B,15,"['6', '6', '1', '1', '1', '0']"
2002,Glasgow,United Kingdom,Valentina,Chapovalova,Sweden,201,B,15,"['7', '6', '0', '1', '1', '0']"
2002,Glasgow,United Kingdom,Jelena,Milanović,Yugoslavia,201,B,15,"['7', '6', '0', '0', '2', '0']"
2002,Glasgow,United Kingdom,Chingiz,Akhundov,Azerbaijan,220,B,14,"['0', '6', '0', '7', '1', '0']"
2002,Glasgow,United Kingdom,Markus,Ojala,Finland,220,B,14,"['7', '1', '0', '4', '2', '0']"
2002,Glasgow,United Kingdom,Veli,Peltola,Finland,220,B,14,"['7', '0', '0', '6', '1', '0']"
2002,Glasgow,United Kingdom,Chi,Ho Ivan Ip,Hong Kong,220,B,14,"['0', '6', '1', '6', '1', '0']"
2002,Glasgow,United Kingdom,Franco,Pellegrini,Italy,220,B,14,"['6', '1', '0', '7', '0', '0']"
2002,Glasgow,United Kingdom,Emanuele,Spadaro,Italy,220,B,14,"['7', '0', '0', '6', '1', '0']"
2002,Glasgow,United Kingdom,Artūrs,Verza,Latvia,220,B,14,"['0', '6', '0', '6', '2', '0']"
2002,Glasgow,United Kingdom,Kai,Chung Tam,Macau,220,B,14,"['1', '7', '1', '4', '1', '0']"
